min,max,range,median,mean,std_dev,skewness,kurtosis,vlf_power,lf_power,hf_power,total_power,lf_hf_ratio,lfnu,hfnu,Permutation_Entropy
0.0044523423303608,0.0055490333571641,0.0010966910268032995,0.0050012125335003495,0.0050012112436584955,0.0004989187093458199,1.4116075067090554e-05,-1.9910935509966954,6.855123954330249e-09,2.0565450947392588e-08,5.141518436121637e-08,7.88357592629392e-08,0.39998788690341774,26.086450031896163,65.21810006260283,0.8678372018729246
0.0044550816091453,0.0060794292896493,0.0016243476805040003,0.00496256033015415,0.0049999598514236365,0.0004832289383240773,0.015888004852727376,-1.9155124398089847,0.00014786580107935298,0.0010376899757169496,0.0014198188162493715,0.002605374593045674,0.7308608421306438,39.82882071878553,54.49576502508256,0.9032602552198177
0.0047960358220898,0.0063993923034788,0.001603356481389,0.00503551517447565,0.005059869308831588,0.00017249867278419022,3.931156303795097,20.288134314623537,0.06389291206789059,0.016140391471219925,0.004949932827341817,0.08498323636645233,3.2607293945618125,18.99244152296305,5.824599107990473,0.9979547159980776
0.0048507278024673,0.0065691154811286,0.0017183876786613,0.0050861246377828,0.005123774165249392,0.00017833012143015842,4.480178483199482,23.75304114598609,0.021593774374682836,0.01954617126521085,0.007146405667103932,0.04828635130699762,2.7351051949352745,40.47970230953904,14.800053169617478,0.9975751572995397
0.0048348632918753,0.0066928451692339,0.0018579818773585997,0.00520904318877,0.005223182951282979,0.0002214567581426285,2.53204465914401,10.592380038494243,0.3008135542363388,0.016759012375122843,0.004024152630546661,0.32159671924200833,4.164606542979513,5.211188850005442,1.251304005846652,0.9966010018919178
0.0048137293126047,0.0063732299787476,0.0015595006661428996,0.00502321576117605,0.005053423783320673,0.0001809897210094494,4.450973525432733,22.947463458870974,0.028456358005321876,0.0045844101987315075,0.004842265643613046,0.03788303384766643,0.9467490088608315,12.101486425733837,12.78214850237325,0.9956761265505403
0.0048461590965929,0.0065348876707757,0.0016887285741827998,0.0050431493215855,0.005083721275974332,0.00018508012990326207,4.6457629529934845,24.652406749655857,0.030750159940217424,0.0028581266810804944,0.004231150012120198,0.037839436633418114,0.6754964189152699,7.553301357970862,11.181852555340196,0.9957897155578694
0.0048305706078305,0.0064008635022178,0.0015702928943873004,0.0050195024800178,0.005053506285165155,0.00017395541089655641,4.731254484784411,25.16155994098095,0.0058917695880813005,0.005972613651653142,0.005393718464785925,0.017258101704520367,1.1073276609905878,34.607593314209936,31.253254599682666,0.995749965248558
0.0048141219197131,0.0063889602841466,0.0015748383644335001,0.00504469949811385,0.005074937622769485,0.0001705414954526794,4.790240469354176,26.631114653156157,0.015021180291503093,0.0060367619963987845,0.005581143284288098,0.026639085572189976,1.081635372701026,22.66129586182529,20.950956702937894,0.9966923581198667
0.0048108670245458,0.0065612735416601,0.0017504065171142997,0.0050102093686899,0.005040054758145511,0.0001771522296432004,4.774800104131868,26.701357466970062,0.012216907689555506,0.011813233251375102,0.004524938943892978,0.028555079884823587,2.6106945083355595,41.369988453975864,15.846353651063977,0.9965447779985759
0.0047886550934313,0.0064983591771324,0.0017097040837011001,0.0049565626487273005,0.004992287872757781,0.0001717790873621488,4.727409367679807,25.97258783094058,0.01470965101120376,0.0108222325673332,0.005212125618312571,0.030744009196849532,2.0763568186671804,35.201110232696,16.953304902233373,0.9953283340642687
0.0045510819909628,0.006522056166211,0.0019709741752482,0.004966296462104849,0.005001245065506892,0.00019074565551391908,4.494074311306638,24.044447240396497,0.008706337702035804,0.003955561146862495,0.006655136003215344,0.019317034852113644,0.5943621805702267,20.47706170820354,34.45216128751327,0.9898570193324553
0.004488602844103,0.0065810494225898,0.0020924465784868005,0.0049688787210121505,0.005004589202420527,0.00019013664702781654,4.618984709950063,24.912188467474714,0.0033859559207039982,0.004931016517529964,0.0051686844758673,0.013485656914101262,0.9540177080943878,36.564896681998874,38.32727251471651,0.9873643098558587
0.0045418579178245,0.0065968032746453,0.0020549453568207993,0.004967056607273,0.004993782574126726,0.00020975009647355422,3.6474415192036016,18.457072456677466,0.036577876367796136,0.06963477823460586,0.009431525339527931,0.11564417994192992,7.383193675233367,60.21468462102681,8.155642025620242,0.9865313153398637
0.004352675045698,0.0066306266356779,0.0022779515899798994,0.00494640646731445,0.00498362976230947,0.00020940044778637134,3.6311985174437282,17.94776949151762,0.029196372458222278,0.034277668547691535,0.019181444147492052,0.08265548515340586,1.787022305730473,41.47053094428435,23.206498772455237,0.9814025376827149
0.0046150831226802,0.0066460611459168,0.0020309780232366003,0.0049460398002059,0.0049791429934919335,0.00019607047909106002,4.473445561906723,24.327549030963326,0.011312323471170008,0.014143721837131201,0.007552862155267132,0.03300890746356834,1.8726307387018586,42.848197422897165,22.88128488833859,0.9808027492838087
0.0047719340118331,0.0067181802382462,0.0019462462264131005,0.00499710000145955,0.005030775295767734,0.00020105289378998615,4.603114818523124,25.1034745794053,0.001038087815859011,0.014518635666008157,0.003904738936503524,0.01946146241837069,3.7182090536912527,74.60197673687286,20.0639543553399,0.9781507396875904
0.0047313169273948,0.0064344691760699,0.0017031522486751,0.0049439972601789,0.004972749683426562,0.0001775416010505071,4.447725469141285,23.205482868684392,0.004486645976587333,0.004067779772937268,0.0036723484652904596,0.012226774214815059,1.1076780461833249,33.26944377535311,30.03530122311993,0.9861729215996353
0.0046611988431962,0.0065909777950276,0.0019297789518314002,0.004957174638507,0.0049878840123201975,0.00018663029910353908,4.605076687378957,25.174190080375652,0.0025691236172612794,0.011930740839430512,0.004303710533814682,0.018803574990506472,2.7721987214728996,63.44932197975167,22.887724999036273,0.9864476289672363
0.0046328374010048,0.0067164231908095,0.0020835857898047006,0.00495972983607015,0.0049902349740359175,0.00020883661253570497,4.628627333906804,26.370024040707364,0.022544392700844417,0.010747089363625431,0.008039742951429233,0.04133122501589909,1.3367453945421117,26.00234897342456,19.451983212054678,0.9860820579026297
0.0047342753289301,0.0068319869397745,0.0020977116108444006,0.0049463555475834,0.004986605963821127,0.00020488112262714985,5.180978539257828,31.312244946148134,0.009374159608902968,0.013974141646930095,0.00398212579126879,0.027330427047101855,3.5092165289127237,51.13034502844304,14.57030211934086,0.9941803032167239
0.0047443481918277,0.006854209282935,0.0021098610911073,0.0049424026421549,0.004981351337131061,0.0002243667568355078,5.28308318374443,31.120216741893685,0.01805903930048478,0.003212296911124617,0.0016329459605288993,0.022904282172138295,1.9671789445403187,14.024874855201471,7.129435222009627,0.9946835230621407
0.0047480693270106,0.0064235478418004,0.0016754785147898004,0.0049847367872938,0.005016199555040034,0.00017224796757927315,4.593697193340467,24.8059936145415,0.019989068239911586,0.006665268728954409,0.004925303928102752,0.03157964089696875,1.3532705445696018,21.106220779078562,15.596453247115674,0.9978478425648609
0.0047443986170514,0.0061217565797307,0.0013773579626793,0.0049388543927337,0.0049668028953927116,0.00016143508888872893,4.619679057187493,23.847259167736105,0.0015333001699367693,0.006562465464863458,0.006573034400243298,0.014668800035043526,0.9983920766671404,44.73757532440168,44.80962576720948,0.9963719553570285
0.0047512512565388,0.0061540775237471,0.0014028262672083,0.0049546485488265,0.004985267559896464,0.00016132898742499523,4.516152775902153,23.00715242711917,0.008780605907797244,0.005094778178923691,0.005868749609601443,0.01974413369632238,0.8681198752436955,25.80400972402585,29.72401676298707,0.9960807094360039
0.0047782445349157,0.0061866465022192,0.0014084019673034995,0.0049631015989289005,0.004989562519834747,0.00015763220735387417,4.642826488910552,23.974000565005497,0.00197602395572589,0.004506187811611415,0.004960855813417329,0.011443067580754633,0.9083488779141291,39.379194257229464,43.35249947977828,0.9973555340059056
0.004723070845806,0.0062130619063918,0.0014899910605857998,0.00495110707328175,0.004980858208765263,0.00016316993521410972,4.419355459824369,22.06899956660564,0.014848276665260974,0.0051572710642952555,0.0031650238068420726,0.0231705715363983,1.62945727395364,22.257850032718338,13.659670853911326,0.9966782949025914
0.0048450804749976,0.0061862368854254,0.0013411564104277999,0.0049931143619853,0.005021886614109831,0.0001561761131908886,4.659586346036884,24.072120574947345,0.006292385021329197,0.0031852196401488155,0.0023794165903915235,0.011857021251869534,1.3386557246895132,26.863573679153113,20.067574644992337,0.9965073172315163
0.0045591587821376,0.0066714861404992,0.0021123273583615997,0.0049569325182722505,0.004996088758170693,0.0002116297144577186,4.61380690160029,24.80992659393492,0.008698297827818472,0.01253529172751073,0.008032835802155015,0.029266425357484218,1.5605064059877602,42.83164607359578,27.447273467925598,0.9877257589899632
0.004566312372233,0.0068584614261545,0.0022921490539215003,0.004937261916922399,0.004980313074857466,0.00023026697860921197,4.957715613141702,28.59728255767429,0.008693720588547553,0.009235204830869644,0.006247709201150189,0.024176634620567385,1.478174565034087,38.198884897789426,25.841930852672025,0.9811498406772826
0.0041327034013777,0.0063467605363028,0.0022140571349251,0.00482890297647,0.004793145412666376,0.0002604569671119065,1.0908267314595022,5.391019379093633,0.5659525138341833,0.11446053261654648,0.005164355909642228,0.6855774023603721,22.163563979554613,16.695493787057554,0.7532856088695287,0.9972307085708492
0.0047663169735712,0.0063437302034391,0.0015774132298679005,0.00496127111613685,0.004990942361834842,0.00016400825636737383,5.043422588531068,28.640175054784528,0.0009543106628309855,0.003783916931853852,0.002293781518437791,0.007032009113122628,1.6496413897479376,53.809898010407565,32.619148831267886,0.9984827981988837
0.004780146210864,0.0062629554939903,0.0014828092831263,0.00495815600129475,0.0049854272922807115,0.0001625367352073178,4.852726149649977,26.40599162471534,0.0024606518700071005,0.002896801315902176,0.002389332140381533,0.007746785326290809,1.2123895489220722,37.39359223071663,30.842885658296076,0.9973787200080976
0.0047988279857352,0.0062578025878101,0.0014589746020748995,0.0049738859942141,0.005002295768648172,0.0001601310326978275,4.844666506345607,26.34301245188283,0.003261816409515193,0.0017323924425798067,0.0020466026753754325,0.007040811527470432,0.8464722847398866,24.60501088291746,29.06770998471422,0.9979757805790517
0.0047737766918544,0.0063265390253578,0.0015527623335034003,0.0049792101634427,0.005006543684320963,0.00016005452596412254,4.989265802745273,27.949993119791763,0.0031599100661337466,0.004310383188897249,0.0017521237584841776,0.009222417013515173,2.460090600350234,46.73810761951571,18.99853103493903,0.997703322924385
0.0048076247548232,0.0062436404933258,0.0014360157385026,0.004989653559170099,0.005018982787651382,0.00015759095725460033,4.862641582793501,26.706065417564904,0.0020591093204596293,0.005198923108327321,0.0016419406466278929,0.008899973075414843,3.166328282940385,58.41504310489154,18.448827122450133,0.9977562204221098
0.0047686618956651,0.0063158223569054,0.0015471604612403,0.00494600858517535,0.004976225881711333,0.00015124206120937492,5.010910810915686,28.651712183444136,0.0018119405206910044,0.005706815538661685,0.00249080924686201,0.0100095653062147,2.2911491700343123,57.01362011313778,24.88428988335314,0.9972686730741749
0.0048127300213277,0.0062021181192582,0.0013893880979304997,0.00497473676154325,0.005005545674564909,0.00015595347994122344,4.70092602291192,25.288271610392176,0.01022771011011047,0.0058898099625138275,0.0027430150690524084,0.018860535141676706,2.1472029187752506,31.228222944209747,14.543675714646524,0.9970281509762059
0.0048102932157261,0.006301922346838,0.0014916291311118995,0.0049825568291776996,0.005013423283203352,0.00015685771073534608,4.65490186613427,24.834428683543095,0.014351535292369738,0.0032098178079589443,0.0030019743349257747,0.020563327435254457,1.0692355929279818,15.60942808533956,14.598679831256733,0.9972884501121803
0.0047669615828538,0.0061208617228213,0.0013539001399675002,0.0049793787906606,0.005003249451340191,0.00014739286648664726,4.780992887725587,25.4577748435826,0.0032651650719570033,0.003165315853574981,0.0035788330671325756,0.01000931399266456,0.884454735440088,31.623704240817286,35.75502846404223,0.9968033324821625
0.0048056119230915,0.006179307170591,0.0013736952474994995,0.0049758504962999,0.005002767404940823,0.00014662909554057736,4.699213541065485,24.357445153657192,0.001903603272492507,0.003058547712122559,0.002105307633452075,0.007067458618067141,1.45277947199928,43.27648561399051,29.788750769195865,0.996951498986456
0.004812579238046,0.0060541037043786,0.0012415244663326,0.0049727600826654506,0.004998946905860193,0.00014646714681219606,4.7254797514885984,24.45858785988174,0.005374045653644568,0.0016069847365265519,0.0016179798475923466,0.008599010237763468,0.9932044202638518,18.6880198080159,18.815884652477983,0.9959517976520075
0.0047947810779419,0.0061175204508112,0.0013227393728693004,0.00496597586477095,0.0049929864767802755,0.000145235317077397,4.663386095191545,24.144678743941377,0.0031421509052434525,0.004183345729141079,0.0022308224319334846,0.009556319066318016,1.875248190648377,43.775701712237755,23.343950913026653,0.9946772935510481
0.0048158737246442,0.0060646875728506,0.0012488138482064006,0.0049685652409104004,0.004993261865997454,0.0001480253236424702,4.461842160437353,22.307827909777295,0.0068318323640881255,0.004270794857537866,0.002479432977737761,0.013582060199363753,1.722488526967382,31.44438174215963,18.255205332206593,0.9973167554608054
0.0047401592040001,0.0060729086082154,0.0013327494042153004,0.004955077347771,0.004975995117319058,0.00014773039400392353,4.509436260576046,23.269823772468982,0.009620468879767466,0.005883529913804908,0.001846182000562716,0.017350180794135087,3.186863436005556,33.91048187690199,10.640707566498582,0.9970918023134498
0.0047897356985757,0.0061297112970272,0.0013399755984515004,0.00499252117235995,0.005015877847683536,0.00014862194958392921,4.497285242507731,23.475180434056952,0.005831977652375327,0.015331195637760312,0.003844505613427602,0.02500767890356324,3.987819808147361,61.305952051295066,15.373300450046223,0.9964726673511859
